Battle_title,Battle_url,Sup_1_Character,Sup_1_Name,Sup_1_Universe,Sup_2_Character,Sup_2_Name,Sup_2_Universe,Superhero_1_win,Superhero_2_win,Draw
Master Shifu vs Bunnidharma,https://www.superherodb.com/90-668642/,Master Shifu,Shifu,KFP,Bunnidharma,Bunnidharma,KFP,100.0,0.0,0.0
Splinter vs Bunnidharma,https://www.superherodb.com/90-668640/,Splinter,Hamato Yoshi,Rise Of The TMNT,Bunnidharma,Bunnidharma,KFP,100.0,0.0,0.0
Hulk vs Ultron,https://www.superherodb.com/90-668105/,Hulk,Bruce Banner,Earth-616,Ultron,Hank Pym,Earth-616,0.0,0.0,100.0
Monkey D. Luffy vs Botamo,https://www.superherodb.com/90-668104/,Monkey D. Luffy,Luffy,OP,Botamo,Botamo,DB,0.0,100.0,0.0
Professor Paradox vs The Watcher,https://www.superherodb.com/90-668096/,Professor Paradox,,,The Watcher,Uatu,MCU,20.0,80.0,0.0
Lord Voldemort vs Tai Lung,https://www.superherodb.com/90-668048/,Lord Voldemort,Tom Riddle,,Tai Lung,Tai Lung,KFP,100.0,0.0,0.0
Atomic X vs Infinity Ultron (What If...?),https://www.superherodb.com/90-670478/,Atomic X,Celestosian-A,Ben 10,Infinity Ultron (What If...?),Ultron,MCU,0.0,66.7,33.3
Manny vs Master Elephant,https://www.superherodb.com/90-670319/,Manny,Manfred,Ice Age,Master Elephant,,KFP,0.0,100.0,0.0
Harry Potter vs Heimdall,https://www.superherodb.com/90-670305/,Harry Potter,Harry Potter,Wizarding World,Heimdall,Heimdall,MCU,0.0,50.0,50.0
Iron Man vs Project 77,https://www.superherodb.com/90-669965/,Iron Man,Tony Stark,Earth-616,Project 77,7723,Next Gen,100.0,0.0,0.0
Dragon Warrior vs Jindiao (True Form),https://www.superherodb.com/90-669920/,Dragon Warrior,Po Ping,KFP,Jindiao (True Form),Jindiao,KFP,0.0,100.0,0.0
A-Bomb vs Red Hulk,https://www.superherodb.com/90-673296/,A-Bomb,Richard Milhouse Jones,MAU,Red Hulk,Thaddeus E. Ross,MAU,0.0,100.0,0.0
Green Lantern vs Yellow Lantern,https://www.superherodb.com/90-673226/,Green Lantern,Guy Gardner,Prime Earth,Yellow Lantern,Hal Jordan,Prime Earth,0.0,50.0,50.0
Project 77 vs Ares,https://www.superherodb.com/90-671734/,Project 77,7723,Next Gen,Ares,,Next Gen,100.0,0.0,0.0
Harley Quinn vs Black Canary,https://www.superherodb.com/90-670842/,Harley Quinn,Harleen Quinzel,Injustice,Black Canary,Dinah Laurel Lance,Injustice,0.0,100.0,0.0
Kale (Manga) vs Broly (Super Saiyan),https://www.superherodb.com/90-670655/,Kale (Manga),Kale,DB,Broly (Super Saiyan),Broly,DB,0.0,100.0,0.0
Kale (Manga) vs Gohan (Manga),https://www.superherodb.com/90-670651/,Kale (Manga),Kale,DB,Gohan (Manga),Son Gohan,DB,0.0,100.0,0.0
Star-Lord (What If...?) vs Killmonger (What If...?),https://www.superherodb.com/90-670612/,Star-Lord (What If...?),T'Challa,MCU,Killmonger (What If...?),Erik Stevens,MCU,50.0,0.0,50.0
Oracle vs Robot,https://www.superherodb.com/90-674671/,Oracle,Barbara Gordon,Prime Earth,Robot,Rudolph Conners,Invincible,0.0,0.0,100.0
Beerus vs Vegito (Super Saiyan),https://www.superherodb.com/90-674169/,Beerus,Lord Beerus,DB,Vegito (Super Saiyan),Vegetto,DB,100.0,0.0,0.0
Superboy vs Invincible,https://www.superherodb.com/90-673646/,Superboy,Conner Kent,Titans,Invincible,Mark Grayson,Amazon Invincible,0.0,100.0,0.0
Aang (Avatar State) vs Teen Gohan (Super Saiyan 2),https://www.superherodb.com/90-673644/,Aang (Avatar State),Aang,Avatar,Teen Gohan (Super Saiyan 2),Son Gohan,DB,0.0,100.0,0.0
Krillin vs Zangya,https://www.superherodb.com/90-675817/,Krillin,Krillin,DB,Zangya,Zangya,DB,100.0,0.0,0.0
Teen Gohan (Super Saiyan 2) vs Gohan (SS2),https://www.superherodb.com/90-675050/,Teen Gohan (Super Saiyan 2),Son Gohan,DB,Gohan (SS2),Gohan,DB,0.0,100.0,0.0
Goku (SSBKK X20) vs Gohan (Manga),https://www.superherodb.com/90-674882/,Goku (SSBKK X20),Kakarot,DB,Gohan (Manga),Son Gohan,DB,0.0,0.0,100.0
Lavender vs Gohan (SS2),https://www.superherodb.com/90-674881/,Lavender,,DB,Gohan (SS2),Gohan,DB,0.0,100.0,0.0
K'arkh vs Nebula,https://www.superherodb.com/90-674687/,K'arkh,,Hero Wars Verse,Nebula,,Hero Wars Verse,100.0,0.0,0.0
Keira vs Nebula,https://www.superherodb.com/90-674686/,Keira,,Hero Wars Verse,Nebula,,Hero Wars Verse,100.0,0.0,0.0
Andvari vs Satori,https://www.superherodb.com/90-674685/,Andvari,,Hero Wars Verse,Satori,,Hero Wars Verse,0.0,100.0,0.0
Nebula vs Satori,https://www.superherodb.com/90-674684/,Nebula,,Hero Wars Verse,Satori,,Hero Wars Verse,100.0,0.0,0.0
Judge vs Nebula,https://www.superherodb.com/90-674683/,Judge,,Hero Wars Verse,Nebula,,Hero Wars Verse,0.0,100.0,0.0
Yasmine vs Andvari,https://www.superherodb.com/90-674681/,Yasmine,,Hero Wars Verse,Andvari,,Hero Wars Verse,0.0,100.0,0.0
Celeste vs Andvari,https://www.superherodb.com/90-674680/,Celeste,,Hero Wars Verse,Andvari,,Hero Wars Verse,100.0,0.0,0.0
Galahad vs Andvari,https://www.superherodb.com/90-674679/,Galahad,Galahad,Hero Wars Verse,Andvari,,Hero Wars Verse,50.0,50.0,0.0
Maya vs Andvari,https://www.superherodb.com/90-674678/,Maya,,Hero Wars Verse,Andvari,,Hero Wars Verse,0.0,100.0,0.0
The Flash vs The Flash,https://www.superherodb.com/90-676467/,The Flash,Barry Allen,Earth 55,The Flash,Wallace Rudolph West,Earth 55,100.0,0.0,0.0
Kid Flash vs The Flash,https://www.superherodb.com/90-676466/,Kid Flash,Wallace Rudolph West,Prime Earth,The Flash,Wallace Rudolph West,Earth 55,0.0,0.0,100.0
Yamcha vs Bido,https://www.superherodb.com/90-676173/,Yamcha,Yamcha,DB,Bido,Bido,DB,0.0,100.0,0.0
Tien Shinhan vs Bujin,https://www.superherodb.com/90-676169/,Tien Shinhan,Tenshinhan,DB,Bujin,Bujin,DB,100.0,0.0,0.0
Teen Gohan (Super Saiyan) vs Bujin,https://www.superherodb.com/90-676168/,Teen Gohan (Super Saiyan),Gohan,DB,Bujin,Bujin,DB,50.0,50.0,0.0
Chiaotzu vs Bujin,https://www.superherodb.com/90-676167/,Chiaotzu,,DB,Bujin,Bujin,DB,50.0,50.0,0.0
Future Trunks (Ultra Super Saiyan) vs Kogu,https://www.superherodb.com/90-676149/,Future Trunks (Ultra Super Saiyan),Trunks,DB,Kogu,Gokua,DB,83.3,0.0,16.700000000000003
Future Trunks (Super Saiyan) vs Kogu,https://www.superherodb.com/90-676148/,Future Trunks (Super Saiyan),Trunks,DB,Kogu,Gokua,DB,100.0,0.0,0.0
Future Trunks vs Kogu,https://www.superherodb.com/90-676147/,Future Trunks,Trunks,DB,Kogu,Gokua,DB,100.0,0.0,0.0
Future Android 18 vs Zangya,https://www.superherodb.com/90-675819/,Future Android 18,Lazuli,DB,Zangya,Zangya,DB,0.0,100.0,0.0
Atom Eve vs Anissa,https://www.superherodb.com/90-678464/,Atom Eve,Samantha Eve Wilkins,Invincible,Anissa,,Invincible,100.0,0.0,0.0
Green Lantern vs Power Ring,https://www.superherodb.com/90-678360/,Green Lantern,Jessica Cruz,Prime Earth,Power Ring,Jessica Cruz,Prime Earth,100.0,0.0,0.0
Supergirl vs Red Tornado,https://www.superherodb.com/90-678358/,Supergirl,Kara Zor-El,Prime Earth,Red Tornado,Lois Lane,Earth-2,100.0,0.0,0.0
Batman (Superman's Powers) vs Lex Luthor (Pseudo-Superman),https://www.superherodb.com/90-677722/,Batman (Superman's Powers),Bruce Wayne,Prime Earth,Lex Luthor (Pseudo-Superman),Alexander Luthor,Prime Earth,100.0,0.0,0.0
Super Luthor vs Batman (Superman's Powers),https://www.superherodb.com/90-677721/,Super Luthor,Lex Luthor,Prime Earth,Batman (Superman's Powers),Bruce Wayne,Prime Earth,0.0,100.0,0.0
Wonder Woman vs Batman (Superman's Powers),https://www.superherodb.com/90-677720/,Wonder Woman,Diana Prince,Prime Earth,Batman (Superman's Powers),Bruce Wayne,Prime Earth,0.0,100.0,0.0
Asura vs Broly (Super Saiyan),https://www.superherodb.com/90-677698/,Asura,Asura,Asura's Wrath,Broly (Super Saiyan),Broly,DB,50.0,0.0,50.0
Asura vs Broly (Ikari),https://www.superherodb.com/90-677697/,Asura,Asura,Asura's Wrath,Broly (Ikari),Broly,DB,100.0,0.0,0.0
Ron Weasley vs Carter Kane,https://www.superherodb.com/90-680007/,Ron Weasley,,Wizarding World,Carter Kane,Carter Kane,PJO,50.0,50.0,0.0
Ginny Weasley vs Sadie Kane,https://www.superherodb.com/90-680005/,Ginny Weasley,Ginny Weasley Potter,,Sadie Kane,Sadie Kane,PJO,0.0,100.0,0.0
Hermione Granger vs Sadie Kane,https://www.superherodb.com/90-679758/,Hermione Granger,Hermione Granger,Wizarding World,Sadie Kane,Sadie Kane,PJO,0.0,100.0,0.0
All Might vs Iron Fist (Full Chi Energy),https://www.superherodb.com/90-679337/,All Might,Toshinori Yagi,MHA,Iron Fist (Full Chi Energy),Danny Rand,Earth-616,0.0,100.0,0.0
Dragon Warrior vs All Might,https://www.superherodb.com/90-679332/,Dragon Warrior,Po Ping,KFP,All Might,Toshinori Yagi,MHA,0.0,100.0,0.0
Superman vs Hercules,https://www.superherodb.com/90-678765/,Superman,Kal-El,Injustice,Hercules,,Prime Earth,0.0,100.0,0.0
Kale (Manga) vs Broly (Ikari),https://www.superherodb.com/90-683032/,Kale (Manga),Kale,DB,Broly (Ikari),Broly,DB,100.0,0.0,0.0
Kenshiro vs Lord Boros,https://www.superherodb.com/90-682848/,Kenshiro,Kenshiro,Fist Of The North Star,Lord Boros,Boros,OPM,0.0,100.0,0.0
Etrigan vs Balder,https://www.superherodb.com/90-681930/,Etrigan,Jason Blood,Prime Earth,Balder,Balder Odinson,Earth-616,50.0,50.0,0.0
Monster Girl vs Monax,https://www.superherodb.com/90-681813/,Monster Girl,Amanda,Invincible,Monax,,Invincible,0.0,100.0,0.0
Invincible vs The Immortal,https://www.superherodb.com/90-680790/,Invincible,Mark Grayson,Amazon Invincible,The Immortal,,Amazon Invincible,0.0,33.3,66.7
Homelander vs The Immortal,https://www.superherodb.com/90-680789/,Homelander,John Vogelbaum,The Boys 2019,The Immortal,,Amazon Invincible,0.0,100.0,0.0
Vegeta vs Gotenks (Super Saiyan 3),https://www.superherodb.com/90-680761/,Vegeta,Vegeta IV,DB,Gotenks (Super Saiyan 3),Goten/Trunks,DB,100.0,0.0,0.0
Majin Vegeta vs Gotenks (Super Saiyan 3),https://www.superherodb.com/90-680760/,Majin Vegeta,Vegeta IV,DB,Gotenks (Super Saiyan 3),Goten/Trunks,DB,0.0,100.0,0.0
Vegeta vs Majin Vegeta,https://www.superherodb.com/90-680759/,Vegeta,Vegeta IV,DB,Majin Vegeta,Vegeta IV,DB,100.0,0.0,0.0
Majin Vegeta vs Vegeta (Super Saiyan),https://www.superherodb.com/90-680758/,Majin Vegeta,Vegeta IV,DB,Vegeta (Super Saiyan),Vegeta IV,DB,0.0,100.0,0.0
Jocasta vs Viv,https://www.superherodb.com/90-680742/,Jocasta,Jocasta,Earth-616,Viv,Vivian,Earth-616,0.0,100.0,0.0
Silver Surfer vs  Armageddon,https://www.superherodb.com/90-680012/,Silver Surfer,Norrin Radd,Earth-616, Armageddon,Armageddon,,0.0,100.0,0.0
Future Android 18 vs Future Gohan,https://www.superherodb.com/90-685121/,Future Android 18,Lazuli,DB,Future Gohan,Son Gohan,DB,0.0,100.0,0.0
Future Android 17 vs Future Gohan,https://www.superherodb.com/90-685120/,Future Android 17,Lapis,DB,Future Gohan,Son Gohan,DB,20.0,80.0,0.0
Gohan vs Future Gohan,https://www.superherodb.com/90-685119/,Gohan,Son Gohan,DB,Future Gohan,Son Gohan,DB,100.0,0.0,0.0
Venom II vs DNAlien,https://www.superherodb.com/90-685109/,Venom II,Angelo Fortunato,Earth-616,DNAlien,,Ben 10,100.0,0.0,0.0
Scream vs DNAlien,https://www.superherodb.com/90-685108/,Scream,Patricia Robertson,Earth-616,DNAlien,,Ben 10,100.0,0.0,0.0
Symbiote Spider-Man vs DNAlien,https://www.superherodb.com/90-685106/,Symbiote Spider-Man,Peter Parker,Earth-616,DNAlien,,Ben 10,100.0,0.0,0.0
She-Venom vs DNAlien,https://www.superherodb.com/90-685104/,She-Venom,Anne Weying,Earth-616,DNAlien,,Ben 10,100.0,0.0,0.0
Sleeper vs DNAlien,https://www.superherodb.com/90-685103/,Sleeper,Tel-Kar,,DNAlien,,Ben 10,100.0,0.0,0.0
Venom vs DNAlien,https://www.superherodb.com/90-685102/,Venom,MacDonald Gargan,Earth-616,DNAlien,,Ben 10,100.0,0.0,0.0
Maniac vs DNAlien,https://www.superherodb.com/90-685100/,Maniac,Lee Price,,DNAlien,,Ben 10,100.0,0.0,0.0
Agony vs DNAlien,https://www.superherodb.com/90-685097/,Agony,Leslie Gesneria,Earth-616,DNAlien,,Ben 10,100.0,0.0,0.0
Venom vs DNAlien,https://www.superherodb.com/90-685096/,Venom,Eddie Brock,Earth-616,DNAlien,,Ben 10,100.0,0.0,0.0
Jericho vs Sebastian,https://www.superherodb.com/90-684223/,Jericho,Joseph Wilson,Prime Earth,Sebastian,Sebastian,Hero Wars Verse,0.0,0.0,100.0
Cosmic King Thor vs Doctor Strange (God Of Magic),https://www.superherodb.com/90-684215/,Cosmic King Thor,Thor Odinson,Earth-616,Doctor Strange (God Of Magic),Stephen Strange,Earth-616,16.7,0.0,83.3
Goten vs Goten (Dragon Ball GT),https://www.superherodb.com/90-686382/,Goten,Son Goten,DB,Goten (Dragon Ball GT),Son Goten,DB,0.0,100.0,0.0
Old King Thor vs Infinity Ultron (What If...?),https://www.superherodb.com/90-686330/,Old King Thor,Thor Odinson,Earth-14412,Infinity Ultron (What If...?),Ultron,MCU,100.0,0.0,0.0
Hyperion (Phoenix Force) vs Infinity Ultron (What If...?),https://www.superherodb.com/90-686329/,Hyperion (Phoenix Force),Mark Milton,Earth-616,Infinity Ultron (What If...?),Ultron,MCU,50.0,50.0,0.0
Odin (Destroyer Armor) vs Infinity Ultron (What If...?),https://www.superherodb.com/90-686328/,Odin (Destroyer Armor),Odin Borson,,Infinity Ultron (What If...?),Ultron,MCU,100.0,0.0,0.0
Hellbat vs Superman,https://www.superherodb.com/90-686231/,Hellbat,Bruce Wayne,Prime Earth,Superman,Kal-El,Injustice,100.0,0.0,0.0
Penguin vs Huntress,https://www.superherodb.com/90-685738/,Penguin,Oswald Cobblepot,Prime Earth,Huntress,Helena Rosa Bertinelli,Injustice,0.0,100.0,0.0
Daredevil vs Sebastian,https://www.superherodb.com/90-685405/,Daredevil,,Hero Wars Verse,Sebastian,Sebastian,Hero Wars Verse,50.0,0.0,50.0
Nebula vs Sebastian,https://www.superherodb.com/90-685404/,Nebula,,Hero Wars Verse,Sebastian,Sebastian,Hero Wars Verse,100.0,0.0,0.0
Satori vs Sebastian,https://www.superherodb.com/90-685402/,Satori,,Hero Wars Verse,Sebastian,Sebastian,Hero Wars Verse,50.0,0.0,50.0
Keira vs Sebastian,https://www.superherodb.com/90-685390/,Keira,,Hero Wars Verse,Sebastian,Sebastian,Hero Wars Verse,50.0,0.0,50.0
Black Bolt vs Shazam,https://www.superherodb.com/90-685213/,Black Bolt,Blackagar Boltagon,Earth-616,Shazam,Billy Batson,New 52,100.0,0.0,0.0
Goku (Super Saiyan 3) vs Goku (Kaioken Super Saiyan),https://www.superherodb.com/90-647664/,Goku (Super Saiyan 3),Kakarot,DB,Goku (Kaioken Super Saiyan),Kakarot,DB,100.0,0.0,0.0
Ginger vs Peppy,https://www.superherodb.com/90-646489/,Ginger,Ginger Hayes,Hero Wars Verse,Peppy,,Hero Wars Verse,100.0,0.0,0.0
Galahad vs Chabba,https://www.superherodb.com/90-645829/,Galahad,Galahad,Hero Wars Verse,Chabba,,Hero Wars Verse,0.0,100.0,0.0
Taskmaster vs Faceless,https://www.superherodb.com/90-645307/,Taskmaster,Tony Masters,Earth-616,Faceless,,Hero Wars Verse,0.0,100.0,0.0
Wolverine vs Jhu,https://www.superherodb.com/90-644832/,Wolverine,Logan,Earth-616,Jhu,,Hero Wars Verse,100.0,0.0,0.0
Mulan vs Keira,https://www.superherodb.com/90-643514/,Mulan,Mulan,,Keira,,Hero Wars Verse,0.0,100.0,0.0
Deimos vs Phobos,https://www.superherodb.com/90-641554/,Deimos,,GoW,Phobos,,Hero Wars Verse,100.0,0.0,0.0
Beast Boy vs Tramm,https://www.superherodb.com/90-640628/,Beast Boy,Garfield Logan,Teen Titans,Tramm,,Teen Titans,100.0,0.0,0.0
Frank Zhang vs Caligula,https://www.superherodb.com/90-639850/,Frank Zhang,Frank Zhang,PJO,Caligula,Gaius Julius Caesar Augustus Germanicus,,0.0,100.0,0.0
Goro vs Dante,https://www.superherodb.com/90-638987/,Goro,Goro Half-Dragon,MK,Dante,Dante,Hero Wars Verse,0.0,100.0,0.0
Speed-o'-Sound Sonic vs Anissa,https://www.superherodb.com/90-632319/,Speed-o'-Sound Sonic,,OPM,Anissa,,Invincible,0.0,100.0,0.0
Speed-o'-Sound Sonic vs Alita,https://www.superherodb.com/90-632318/,Speed-o'-Sound Sonic,,OPM,Alita,,Battle Angel Alita,0.0,100.0,0.0
Lord Boros vs Allen,https://www.superherodb.com/90-632052/,Lord Boros,Boros,OPM,Allen,,Invincible,33.3,33.3,33.400000000000006
Caulifla vs Alita,https://www.superherodb.com/90-632000/,Caulifla,Caulifla,DB,Alita,,Battle Angel Alita,100.0,0.0,0.0
Black Panther vs Alita,https://www.superherodb.com/90-631999/,Black Panther,T'Challa,Earth-616,Alita,,Battle Angel Alita,20.0,80.0,0.0
Alita vs Alita,https://www.superherodb.com/90-631998/,Alita,Alita,Battle Angel,Alita,,Battle Angel Alita,0.0,100.0,0.0
Invincible vs Kenshiro,https://www.superherodb.com/90-631996/,Invincible,Mark Grayson,Invincible,Kenshiro,Kenshiro,Fist Of The North Star,33.3,66.7,0.0
Juggernaut vs Frost,https://www.superherodb.com/90-631950/,Juggernaut,Cain Marko,Earth-616,Frost,Frost,DB,75.0,25.0,0.0
Terra Grayson vs Kid Invincible,https://www.superherodb.com/90-631602/,Terra Grayson,Terra Grayson,Invincible,Kid Invincible,Markus Murphy,Invincible,33.3,33.3,33.400000000000006
Hawkman vs Death Seed Archangel,https://www.superherodb.com/90-635990/,Hawkman,Carter Hall,Prime Earth,Death Seed Archangel,Warren Worthington,Earth-13133,0.0,100.0,0.0
Kintaro vs Four Arms,https://www.superherodb.com/90-635977/,Kintaro,,MK,Four Arms,Tetramand,Ben 10,0.0,100.0,0.0
Mystique vs Madame Rouge,https://www.superherodb.com/90-635973/,Mystique,Raven Darkholme,Earth-616,Madame Rouge,Laura De Mille,Prime Earth,0.0,100.0,0.0
Leader vs Brain,https://www.superherodb.com/90-635969/,Leader,Samuel Sterns,Earth-616,Brain,,Prime Earth,100.0,0.0,0.0
Deadpool (Phoenix Force) vs Green Lantern,https://www.superherodb.com/90-635966/,Deadpool (Phoenix Force),Wade Wilson,,Green Lantern,Lobo,Injustice,100.0,0.0,0.0
Absorbing Man vs Parasite,https://www.superherodb.com/90-635965/,Absorbing Man,Carl Creel,Earth-616,Parasite,Joshua Allen,,100.0,0.0,0.0
Moon Knight vs Azrael,https://www.superherodb.com/90-635963/,Moon Knight,Marc Spector,Earth-616,Azrael,Theo Galavan,Gotham,100.0,0.0,0.0
Black Widow vs Huntress,https://www.superherodb.com/90-635956/,Black Widow,Yelena Belova,Earth-616,Huntress,Helena Wayne,Earth-2,0.0,0.0,100.0
Piccolo vs Goku (Super Saiyan 3),https://www.superherodb.com/90-635426/,Piccolo,Piccolo,DB,Goku (Super Saiyan 3),Kakarot,DB,0.0,100.0,0.0
Dinosaurus vs Mauler,https://www.superherodb.com/90-635425/,Dinosaurus,David Anders,Invincible,Mauler,,Invincible,100.0,0.0,0.0
Parallax vs Hulk (Heart Of The Monster),https://www.superherodb.com/90-633893/,Parallax,Hal Jordan,Prime Earth,Hulk (Heart Of The Monster),Bruce Banner,Earth-616,50.0,25.0,25.0
Sasuke vs Majin Vegeta,https://www.superherodb.com/90-632768/,Sasuke,Uchiha Sasuke,Naruto,Majin Vegeta,Vegeta IV,DB,0.0,100.0,0.0
Bardock vs Boruto Uzumaki,https://www.superherodb.com/90-632520/,Bardock,Bardock,DB,Boruto Uzumaki,Uzumaki Boruto,Naruto,100.0,0.0,0.0
Goku (Super Saiyan 3) vs Gotenks (Super Saiyan 3),https://www.superherodb.com/90-632420/,Goku (Super Saiyan 3),Kakarot,DB,Gotenks (Super Saiyan 3),Goten/Trunks,DB,50.0,50.0,0.0
Madame Rouge vs Hot Spot,https://www.superherodb.com/90-637997/,Madame Rouge,Laura DeMille,Teen Titans,Hot Spot,,Prime Earth,0.0,100.0,0.0
Apollo vs Luguswela,https://www.superherodb.com/90-637981/,Apollo,Lester Papadopoulos,PJO,Luguswela,Luguswela,,0.0,100.0,0.0
Luguswela vs Commodus,https://www.superherodb.com/90-637980/,Luguswela,Luguswela,,Commodus,,,0.0,100.0,0.0
Luguswela vs Nero,https://www.superherodb.com/90-637979/,Luguswela,Luguswela,,Nero,,,0.0,100.0,0.0
Meg McCaffrey vs Luguswela,https://www.superherodb.com/90-637978/,Meg McCaffrey,Meg McCaffrey,PJO,Luguswela,Luguswela,,0.0,100.0,0.0
Cyborg vs Brother Blood (Cyborg),https://www.superherodb.com/90-637972/,Cyborg,Victor Stone,Teen Titans,Brother Blood (Cyborg),Sebastian Blood,Teen Titans,100.0,0.0,0.0
Brother Blood vs Brother Blood (Cyborg),https://www.superherodb.com/90-637970/,Brother Blood,Sebastian Blood,Teen Titans,Brother Blood (Cyborg),Sebastian Blood,Teen Titans,0.0,100.0,0.0
Spectre vs Doctor Fate,https://www.superherodb.com/90-637803/,Spectre,Jim Corrigan,New 52,Doctor Fate,John Constantine,Earth 55,100.0,0.0,0.0
Trigon vs Doctor Fate,https://www.superherodb.com/90-637802/,Trigon,,Prime Earth,Doctor Fate,John Constantine,Earth 55,20.0,60.0,20.0
Bill Cipher vs Bat-Mite,https://www.superherodb.com/90-637710/,Bill Cipher,Bill Cipher,Gravity Falls,Bat-Mite,Bat-Mite,DCAU,100.0,0.0,0.0
Superman vs Grand Regent Thragg,https://www.superherodb.com/90-637541/,Superman,Kal-El,DCEU,Grand Regent Thragg,Thragg,Invincible,0.0,100.0,0.0
Lord Boros vs Teen Gohan (Super Saiyan),https://www.superherodb.com/90-636362/,Lord Boros,Boros,OPM,Teen Gohan (Super Saiyan),Gohan,DB,0.0,100.0,0.0
Lord Boros vs Vegeta (Zenkai),https://www.superherodb.com/90-636360/,Lord Boros,Boros,OPM,Vegeta (Zenkai),Vegeta IV,DB,0.0,100.0,0.0
Silver Fang vs Heihachi Mishima,https://www.superherodb.com/90-636350/,Silver Fang,Bang,OPM,Heihachi Mishima,,Tekken,0.0,50.0,50.0
Luke Cage vs Gauntlet,https://www.superherodb.com/90-636173/,Luke Cage,Luke Cage,Earth-616,Gauntlet,Joseph Green,Earth-616,0.0,100.0,0.0
Elmir vs Thea,https://www.superherodb.com/90-638981/,Elmir,Elmir,Hero Wars Verse,Thea,Thea,Hero Wars Verse,100.0,0.0,0.0
Charmcaster vs Thea,https://www.superherodb.com/90-638980/,Charmcaster,Hope,,Thea,Thea,Hero Wars Verse,100.0,0.0,0.0
Lady Loki vs Gwen Tennyson,https://www.superherodb.com/90-638979/,Lady Loki,Loki Laufeysdottir,Earth-616,Gwen Tennyson,Gwen Tennyson,Ben 10,66.7,0.0,33.3
Lady Loki vs Charmcaster,https://www.superherodb.com/90-638978/,Lady Loki,Loki Laufeysdottir,Earth-616,Charmcaster,Hope,,100.0,0.0,0.0
Inferno vs Hot Spot,https://www.superherodb.com/90-638960/,Inferno,Dante Pertuz,Earth-616,Hot Spot,Isaiah Crockett,Teen Titans,100.0,0.0,0.0
Human Torch vs Hot Spot,https://www.superherodb.com/90-638959/,Human Torch,Jim Hammond,Earth-616,Hot Spot,Isaiah Crockett,Teen Titans,100.0,0.0,0.0
Human Torch vs Hot Spot,https://www.superherodb.com/90-638958/,Human Torch,Johnny Storm,Earth-616,Hot Spot,Isaiah Crockett,Teen Titans,100.0,0.0,0.0
Heatblast vs Hot Spot,https://www.superherodb.com/90-638955/,Heatblast,Pyronite,,Hot Spot,Isaiah Crockett,Teen Titans,100.0,0.0,0.0
Green Arrow vs Elmir,https://www.superherodb.com/90-638950/,Green Arrow,Oliver Queen,Prime Earth,Elmir,Elmir,Hero Wars Verse,0.0,100.0,0.0
Elmir vs Poison Hawkeye,https://www.superherodb.com/90-638949/,Elmir,Elmir,Hero Wars Verse,Poison Hawkeye,Clint Barton,Earth-17952,100.0,0.0,0.0
Gaara vs Elmir,https://www.superherodb.com/90-638946/,Gaara,Sabaku No Gaara,Naruto,Elmir,Elmir,Hero Wars Verse,0.0,100.0,0.0
Dante vs Thea,https://www.superherodb.com/90-638914/,Dante,Dante,Hero Wars Verse,Thea,Thea,Hero Wars Verse,100.0,0.0,0.0
Dante vs Elmir,https://www.superherodb.com/90-638912/,Dante,Dante,Hero Wars Verse,Elmir,Elmir,Hero Wars Verse,100.0,0.0,0.0
Four Arms vs Dante,https://www.superherodb.com/90-638899/,Four Arms,Tetramand,Ben 10,Dante,Dante,Hero Wars Verse,100.0,0.0,0.0
Reanimen vs Cyclone,https://www.superherodb.com/90-638880/,Reanimen,,Invincible,Cyclone,,Teen Titans,100.0,0.0,0.0
Cyborg vs Cyclone,https://www.superherodb.com/90-638877/,Cyborg,Victor Stone,Teen Titans,Cyclone,,Teen Titans,100.0,0.0,0.0
Apollo vs Caligula,https://www.superherodb.com/90-639849/,Apollo,Lester Papadopoulos,PJO,Caligula,Gaius Julius Caesar Augustus Germanicus,,0.0,100.0,0.0
Jason Grace vs Caligula,https://www.superherodb.com/90-639848/,Jason Grace,Jason Grace,PJO,Caligula,Gaius Julius Caesar Augustus Germanicus,,100.0,0.0,0.0
Commodus vs Caligula,https://www.superherodb.com/90-639847/,Commodus,,,Caligula,Gaius Julius Caesar Augustus Germanicus,,0.0,100.0,0.0
Phantom Stranger vs Doctor Fate,https://www.superherodb.com/90-639832/,Phantom Stranger,,Prime Earth,Doctor Fate,John Constantine,Earth 55,0.0,66.7,33.3
Speedy vs Aqualad,https://www.superherodb.com/90-639828/,Speedy,Roy Harper,Teen Titans,Aqualad,Garth,Teen Titans,0.0,0.0,100.0
Beast Boy vs Aqualad,https://www.superherodb.com/90-639827/,Beast Boy,Garfield Logan,Teen Titans,Aqualad,Garth,Teen Titans,0.0,100.0,0.0
Green Lantern vs Green Canary,https://www.superherodb.com/90-639463/,Green Lantern,Jessica Cruz,Prime Earth,Green Canary,Dinah Drake Lance,Earth 55,50.0,50.0,0.0
Rune King Thor vs Dr Manhattan,https://www.superherodb.com/90-639431/,Rune King Thor,Thor Odinson,Earth-616,Dr Manhattan,Bruce Wayne,DM,100.0,0.0,0.0
Doctor Fate vs Starro The Star Conqueror,https://www.superherodb.com/90-639317/,Doctor Fate,Kent Nelson,Prime Earth,Starro The Star Conqueror,Star-Ro,Prime Earth,100.0,0.0,0.0
Ancient One vs The Grandmaster,https://www.superherodb.com/90-639243/,Ancient One,,MCU,The Grandmaster,En Dwi Gast,MCU,100.0,0.0,0.0
