Battle_title,Battle_url,Sup_1_Character,Sup_1_Name,Sup_1_Universe,Sup_2_Character,Sup_2_Name,Sup_2_Universe,Superhero_1_win,Superhero_2_win,Draw
Ares vs Tezcatlipoca The Cat God,https://www.superherodb.com/90-870866/,Ares,Ares,Prime Earth,Tezcatlipoca The Cat God,Chama Sierra,Prime Earth,100.0,0.0,0.0
Krypto vs Cheetah,https://www.superherodb.com/90-871455/,Krypto,Krypto the Superdog,Prime Earth,Cheetah,Barbara Minerva,Prime Earth,0.0,100.0,0.0
Mera vs Nubia,https://www.superherodb.com/90-879694/,Mera,Mera,Prime Earth,Nubia,NA,Prime Earth,0.0,100.0,0.0
Huntress vs Batman,https://www.superherodb.com/90-51317/,Huntress,Helena Rosa Bertinelli,Prime Earth,Batman,Terry McGinnis,Prime Earth,0.0,100.0,0.0
Killer Croc vs Mera,https://www.superherodb.com/90-50192/,Killer Croc,Waylon Jones,Prime Earth,Mera,Mera,Prime Earth,0.0,100.0,0.0
Miss Martian vs Enchantress,https://www.superherodb.com/90-61717/,Miss Martian,M'gann M'orzz,Prime Earth,Enchantress,June Moone,Prime Earth,100.0,0.0,0.0
Lex Luthor vs Steel,https://www.superherodb.com/90-104972/,Lex Luthor,Lex Luthor,Prime Earth,Steel,John Irons,Prime Earth,60.0,40.0,0.0
Clayface vs Mera,https://www.superherodb.com/90-104529/,Clayface,Basil Karlo,Prime Earth,Mera,Mera,Prime Earth,0.0,100.0,0.0
Lex Luthor vs Maxwell Lord,https://www.superherodb.com/90-104375/,Lex Luthor,Lex Luthor,Prime Earth,Maxwell Lord,NA,Prime Earth,0.0,100.0,0.0
Gorilla Grodd vs Mister Freeze,https://www.superherodb.com/90-123243/,Gorilla Grodd,Grodd,Prime Earth,Mister Freeze,Victor Fries,Prime Earth,100.0,0.0,0.0
Black Lightning vs Clayface,https://www.superherodb.com/90-116009/,Black Lightning,Jefferson Pierce,Prime Earth,Clayface,Matthew Hagen,Prime Earth,66.7,33.3,0.0
Man-Bat vs Parademon,https://www.superherodb.com/90-143727/,Man-Bat,Robert Kirkland Langstrom,Prime Earth,Parademon,NA,Prime Earth,0.0,100.0,0.0
Superman vs Star Sapphire,https://www.superherodb.com/90-142886/,Superman,Kal-El,Prime Earth,Star Sapphire,Carol Ferris,Prime Earth,73.7,26.3,0.0
Black Adam vs Etrigan,https://www.superherodb.com/90-141019/,Black Adam,Teth-Adam,Prime Earth,Etrigan,Jason Blood,Prime Earth,100.0,0.0,0.0
Red Tornado vs Atrocitus,https://www.superherodb.com/90-179810/,Red Tornado,John Smith,Prime Earth,Atrocitus,Atros,Prime Earth,0.0,100.0,0.0
Riddler vs Anarky,https://www.superherodb.com/90-178670/,Riddler,Edward Nigma,Prime Earth,Anarky,Lonnie Machin,Prime Earth,25.0,75.0,0.0
Black Adam vs Eclipso,https://www.superherodb.com/90-192569/,Black Adam,Teth-Adam,Prime Earth,Eclipso,NA,Prime Earth,0.0,100.0,0.0
Batman vs Black Mask,https://www.superherodb.com/90-191975/,Batman,Bruce Wayne,Prime Earth,Black Mask,Jeremiah Arkham,Prime Earth,100.0,0.0,0.0
Deathstroke vs Copperhead,https://www.superherodb.com/90-191524/,Deathstroke,Slade Wilson,Prime Earth,Copperhead,Nathan Prince,Prime Earth,100.0,0.0,0.0
Sinestro vs Saint Walker,https://www.superherodb.com/90-227217/,Sinestro,Thaal Sinestro,Prime Earth,Saint Walker,Bro'Dee Walker,Prime Earth,25.0,75.0,0.0
Cyborg Superman vs Cosmic Armor Superman,https://www.superherodb.com/90-226929/,Cyborg Superman,Henry Henshaw,Prime Earth,Cosmic Armor Superman,Thought Robot,Prime Earth,10.0,90.0,0.0
Etrigan vs Shade,https://www.superherodb.com/90-277772/,Etrigan,Jason Blood,Prime Earth,Shade,Richard Swift,Prime Earth,100.0,0.0,0.0
Harley Quinn vs Spoiler,https://www.superherodb.com/90-268977/,Harley Quinn,Harleen Quinzel,Prime Earth,Spoiler,Stephanie Brown,Prime Earth,33.3,66.7,0.0
Red Hood vs Vigilante,https://www.superherodb.com/90-420902/,Red Hood,Jason Todd,Prime Earth,Vigilante,Adrian Chase,Prime Earth,100.0,0.0,0.0
Huntress vs Question,https://www.superherodb.com/90-419562/,Huntress,Helena Rosa Bertinelli,Prime Earth,Question,Charles Szasz,Prime Earth,33.3,66.7,0.0
Etrigan vs Parademon,https://www.superherodb.com/90-441008/,Etrigan,Jason Blood,Prime Earth,Parademon,NA,Prime Earth,100.0,0.0,0.0
Hector Hammond vs Thinker,https://www.superherodb.com/90-447748/,Hector Hammond,Hector Hammond,Prime Earth,Thinker,Clifford DeVoe,Prime Earth,0.0,100.0,0.0
Green Arrow vs Vigilante,https://www.superherodb.com/90-453648/,Green Arrow,Oliver Queen,Prime Earth,Vigilante,Adrian Chase,Prime Earth,100.0,0.0,0.0
Starfire vs Starro The Star Conqueror,https://www.superherodb.com/90-466970/,Starfire,Koriand'r,Prime Earth,Starro The Star Conqueror,Star-Ro,Prime Earth,50.0,50.0,0.0
Ra's Al Ghul vs Scarecrow,https://www.superherodb.com/90-43827/,Ra's Al Ghul,Ra's Al Ghul,Prime Earth,Scarecrow,Jonathan Crane,Prime Earth,66.7,33.3,0.0
Miss Martian vs Artemis,https://www.superherodb.com/90-58881/,Miss Martian,M'gann M'orzz,Prime Earth,Artemis,Artemis Of Bana-Mighdall,Prime Earth,100.0,0.0,0.0
Bumblebee vs Starfire,https://www.superherodb.com/90-72869/,Bumblebee,Karen Beecher,Prime Earth,Starfire,Koriand'r,Prime Earth,0.0,100.0,0.0
Giganta vs Gorilla Grodd,https://www.superherodb.com/90-71444/,Giganta,Doris Zuel,Prime Earth,Gorilla Grodd,Grodd,Prime Earth,16.7,83.3,0.0
Miss Martian vs Killer Frost,https://www.superherodb.com/90-103481/,Miss Martian,M'gann M'orzz,Prime Earth,Killer Frost,Caitlin Snow,Prime Earth,100.0,0.0,0.0
Big Barda vs Steppenwolf,https://www.superherodb.com/90-102898/,Big Barda,Barda Free,Prime Earth,Steppenwolf,NA,Prime Earth,50.0,50.0,0.0
Wonder Girl vs Red Hood,https://www.superherodb.com/90-102236/,Wonder Girl,Cassandra Sandsmark,Prime Earth,Red Hood,Jason Todd,Prime Earth,75.0,25.0,0.0
Cyborg vs Mister Terrific,https://www.superherodb.com/90-101446/,Cyborg,Victor Stone,Prime Earth,Mister Terrific,Michael Holt,Prime Earth,50.0,50.0,0.0
Bizarro vs Clayface,https://www.superherodb.com/90-101104/,Bizarro,Bizarro,Prime Earth,Clayface,Basil Karlo,Prime Earth,66.7,33.3,0.0
Bumblebee vs Blue Beetle,https://www.superherodb.com/90-115960/,Bumblebee,Karen Beecher,Prime Earth,Blue Beetle,Jaime Reyes,Prime Earth,0.0,100.0,0.0
Ra's Al Ghul vs Huntress,https://www.superherodb.com/90-114805/,Ra's Al Ghul,Ra's Al Ghul,Prime Earth,Huntress,Helena Rosa Bertinelli,Prime Earth,100.0,0.0,0.0
Green Arrow vs Vigilante,https://www.superherodb.com/90-110689/,Green Arrow,Oliver Queen,Prime Earth,Vigilante,Dorian Chase,Prime Earth,100.0,0.0,0.0
Huntress vs Ravager IV,https://www.superherodb.com/90-110168/,Huntress,Helena Rosa Bertinelli,Prime Earth,Ravager IV,Rose Wilson,Prime Earth,0.0,100.0,0.0
Wonder Woman vs Kalibak,https://www.superherodb.com/90-109011/,Wonder Woman,Diana Prince,Prime Earth,Kalibak,Kalibak,Prime Earth,66.7,33.3,0.0
King Shark vs Orca,https://www.superherodb.com/90-139046/,King Shark,Nanaue,Prime Earth,Orca,Grace Balin,Prime Earth,100.0,0.0,0.0
Giganta vs Etrigan,https://www.superherodb.com/90-138189/,Giganta,Doris Zuel,Prime Earth,Etrigan,Jason Blood,Prime Earth,0.0,100.0,0.0
Hawkgirl vs Black Beetle,https://www.superherodb.com/90-137205/,Hawkgirl,Kendra Saunders,Prime Earth,Black Beetle,NA,Prime Earth,100.0,0.0,0.0
Blue Beetle vs Metallo,https://www.superherodb.com/90-133877/,Blue Beetle,Jaime Reyes,Prime Earth,Metallo,John Corben,Prime Earth,100.0,0.0,0.0
Doctor Fate vs Abra Kadabra,https://www.superherodb.com/90-132336/,Doctor Fate,Kent Nelson,Prime Earth,Abra Kadabra,Abhararakadhararbarakh,Prime Earth,100.0,0.0,0.0
Bane vs KGBeast,https://www.superherodb.com/90-160763/,Bane,NA,Prime Earth,KGBeast,Anatoli Knyazev,Prime Earth,100.0,0.0,0.0
Two-Face vs Prometheus,https://www.superherodb.com/90-160518/,Two-Face,Harvey Dent,Prime Earth,Prometheus,NA,Prime Earth,0.0,100.0,0.0
Mister Mxyzptlk vs Phantom Stranger,https://www.superherodb.com/90-158881/,Mister Mxyzptlk,Mr. Mxyzptlk,Prime Earth,Phantom Stranger,NA,Prime Earth,55.0,35.0,10.0
Red Tornado vs Weather Wizard,https://www.superherodb.com/90-158370/,Red Tornado,John Smith,Prime Earth,Weather Wizard,NA,Prime Earth,100.0,0.0,0.0
Batgirl vs Cheshire,https://www.superherodb.com/90-176583/,Batgirl,Cassandra Cain,Prime Earth,Cheshire,Jade Nguyen,Prime Earth,100.0,0.0,0.0
Mister Mxyzptlk vs Ares,https://www.superherodb.com/90-172568/,Mister Mxyzptlk,Mr. Mxyzptlk,Prime Earth,Ares,Ares,Prime Earth,100.0,0.0,0.0
Bane vs Hugo Strange,https://www.superherodb.com/90-170941/,Bane,NA,Prime Earth,Hugo Strange,Professor Hugo Strange,Prime Earth,100.0,0.0,0.0
Deadman vs Nekron,https://www.superherodb.com/90-170858/,Deadman,Boston Brand,Prime Earth,Nekron,Nekron,Prime Earth,4.5,95.5,0.0
Ra's Al Ghul vs Mad Hatter,https://www.superherodb.com/90-190628/,Ra's Al Ghul,Ra's Al Ghul,Prime Earth,Mad Hatter,Jervis Tetch,Prime Earth,100.0,0.0,0.0
Nightwing vs Black Mask,https://www.superherodb.com/90-189739/,Nightwing,Dick Grayson,Prime Earth,Black Mask,Jeremiah Arkham,Prime Earth,100.0,0.0,0.0
Trigon vs Ares,https://www.superherodb.com/90-187864/,Trigon,NA,Prime Earth,Ares,Ares,Prime Earth,83.3,16.7,0.0
Deadshot vs Vandal Savage,https://www.superherodb.com/90-187238/,Deadshot,Floyd Lawton,Prime Earth,Vandal Savage,Vander Adg,Prime Earth,0.0,100.0,0.0
Black Spider vs Prometheus,https://www.superherodb.com/90-214292/,Black Spider,Eric Needham,Prime Earth,Prometheus,NA,Prime Earth,0.0,100.0,0.0
Heat Wave vs Firefly,https://www.superherodb.com/90-206972/,Heat Wave,Mick Rory,Prime Earth,Firefly,Theodore Carson,Prime Earth,66.7,33.3,0.0
Doctor Fate vs Circe,https://www.superherodb.com/90-206476/,Doctor Fate,Kent Nelson,Prime Earth,Circe,Circe,Prime Earth,100.0,0.0,0.0
Green Arrow vs Talon,https://www.superherodb.com/90-200845/,Green Arrow,Oliver Queen,Prime Earth,Talon,William Cobb,Prime Earth,100.0,0.0,0.0
King Shark vs Great White Shark,https://www.superherodb.com/90-261966/,King Shark,Nanaue,Prime Earth,Great White Shark,Warren White,Prime Earth,80.0,20.0,0.0
Clock King vs Mirror Master,https://www.superherodb.com/90-416388/,Clock King,William Tockman,Prime Earth,Mirror Master,Evan McCulloch,Prime Earth,0.0,100.0,0.0
Etrigan vs Doctor Destiny,https://www.superherodb.com/90-414981/,Etrigan,Jason Blood,Prime Earth,Doctor Destiny,John Dee,Prime Earth,100.0,0.0,0.0
Cheetah vs Medusa,https://www.superherodb.com/90-407609/,Cheetah,Barbara Minerva,Prime Earth,Medusa,Medusa,Prime Earth,66.7,33.3,0.0
Trickster vs Thinker,https://www.superherodb.com/90-407242/,Trickster,Giovanni Giuseppe,Prime Earth,Thinker,Clifford DeVoe,Prime Earth,0.0,83.3,16.700000000000003
Starfire vs Laira,https://www.superherodb.com/90-437529/,Starfire,Koriand'r,Prime Earth,Laira,Laira Omoto,Prime Earth,66.7,33.3,0.0
Catwoman vs Mercy Graves,https://www.superherodb.com/90-453525/,Catwoman,Selina Kyle,Prime Earth,Mercy Graves,Mercedes Graves,Prime Earth,66.7,33.3,0.0
Reverse Flash vs Paradox,https://www.superherodb.com/90-452920/,Reverse Flash,Eobard Thawne,Prime Earth,Paradox,Chris,Prime Earth,100.0,0.0,0.0
The Flash vs Paradox,https://www.superherodb.com/90-452862/,The Flash,Barry Allen,Prime Earth,Paradox,Chris,Prime Earth,66.7,33.3,0.0
Poison Ivy vs Punchline,https://www.superherodb.com/90-452487/,Poison Ivy,Pamela Isley,Prime Earth,Punchline,Alexis Kaye,Prime Earth,100.0,0.0,0.0
Catwoman vs Punchline,https://www.superherodb.com/90-452486/,Catwoman,Selina Kyle,Prime Earth,Punchline,Alexis Kaye,Prime Earth,100.0,0.0,0.0
Aquaman vs The Trench,https://www.superherodb.com/90-452353/,Aquaman,Arthur Curry,Prime Earth,The Trench,NA,Prime Earth,100.0,0.0,0.0
Aquaman vs The Dead King,https://www.superherodb.com/90-452352/,Aquaman,Arthur Curry,Prime Earth,The Dead King,Atlan,Prime Earth,100.0,0.0,0.0
Martian Manhunter vs Psimon,https://www.superherodb.com/90-463087/,Martian Manhunter,J'onn J'onzz,Prime Earth,Psimon,Simon Jones,Prime Earth,100.0,0.0,0.0
Black Adam vs Major Force,https://www.superherodb.com/90-462686/,Black Adam,Teth-Adam,Prime Earth,Major Force,Clifford Zmeck,Prime Earth,100.0,0.0,0.0
Supergirl vs Damage,https://www.superherodb.com/90-466182/,Supergirl,Kara Zor-El,Prime Earth,Damage,Ethan Avery,Prime Earth,83.3,16.7,0.0
General Zod vs Star Sapphire,https://www.superherodb.com/90-465970/,General Zod,Dru-Zod,Prime Earth,Star Sapphire,Carol Ferris,Prime Earth,100.0,0.0,0.0
Martian Manhunter vs Mongul,https://www.superherodb.com/90-465945/,Martian Manhunter,J'onn J'onzz,Prime Earth,Mongul,Mongul II,Prime Earth,100.0,0.0,0.0
Miss Martian vs Psimon,https://www.superherodb.com/90-40663/,Miss Martian,M'gann M'orzz,Prime Earth,Psimon,Simon Jones,Prime Earth,100.0,0.0,0.0
Superman vs Blockbuster,https://www.superherodb.com/90-40373/,Superman,Kal-El,Prime Earth,Blockbuster,Roland Desmond,Prime Earth,100.0,0.0,0.0
Man-Bat vs King Shark,https://www.superherodb.com/90-38349/,Man-Bat,Robert Kirkland Langstrom,Prime Earth,King Shark,Nanaue,Prime Earth,0.0,100.0,0.0
Azrael vs Katana,https://www.superherodb.com/90-54491/,Azrael,Michael Washington Lane,Prime Earth,Katana,Tatsu Yamashiro,Prime Earth,25.0,75.0,0.0
Cyborg vs Atom,https://www.superherodb.com/90-54215/,Cyborg,Victor Stone,Prime Earth,Atom,Ray Palmer,Prime Earth,0.0,100.0,0.0
Booster Gold vs Starfire,https://www.superherodb.com/90-53189/,Booster Gold,Michael Carter,Prime Earth,Starfire,Koriand'r,Prime Earth,33.3,66.7,0.0
Wonder Woman vs Elongated Man,https://www.superherodb.com/90-69966/,Wonder Woman,Diana Prince,Prime Earth,Elongated Man,Ralph Dibny,Prime Earth,80.0,20.0,0.0
Black Canary vs Nyssa Raatko,https://www.superherodb.com/90-69486/,Black Canary,Dinah Laurel Lance,Prime Earth,Nyssa Raatko,NA,Prime Earth,100.0,0.0,0.0
Killer Croc vs Reverse Flash,https://www.superherodb.com/90-67948/,Killer Croc,Waylon Jones,Prime Earth,Reverse Flash,Eobard Thawne,Prime Earth,0.0,100.0,0.0
Reverse Flash vs Superboy,https://www.superherodb.com/90-67668/,Reverse Flash,Eobard Thawne,Prime Earth,Superboy,Kon-El / Conner Kent,Prime Earth,100.0,0.0,0.0
Green Arrow vs Talia Al Ghul,https://www.superherodb.com/90-65500/,Green Arrow,Oliver Queen,Prime Earth,Talia Al Ghul,Talia Al Ghul,Prime Earth,50.0,50.0,0.0
Icicle vs Killer Frost,https://www.superherodb.com/90-89633/,Icicle,Cameron Mahkent,Prime Earth,Killer Frost,Caitlin Snow,Prime Earth,0.0,100.0,0.0
The Flash vs Livewire,https://www.superherodb.com/90-108770/,The Flash,Barry Allen,Prime Earth,Livewire,Leslie Willis,Prime Earth,100.0,0.0,0.0
Deadshot vs Mister Zsasz,https://www.superherodb.com/90-105972/,Deadshot,Floyd Lawton,Prime Earth,Mister Zsasz,Victor Zsasz,Prime Earth,100.0,0.0,0.0
Sinestro vs Eclipso,https://www.superherodb.com/90-132318/,Sinestro,Thaal Sinestro,Prime Earth,Eclipso,NA,Prime Earth,0.0,100.0,0.0
Green Lantern vs Doctor Light,https://www.superherodb.com/90-127592/,Green Lantern,Hal Jordan,Prime Earth,Doctor Light,Arthur Light,Prime Earth,100.0,0.0,0.0
Martian Manhunter vs Black Flash,https://www.superherodb.com/90-124775/,Martian Manhunter,J'onn J'onzz,Prime Earth,Black Flash,NA,Prime Earth,0.0,100.0,0.0
Martian Manhunter vs Mongul The Elder,https://www.superherodb.com/90-146892/,Martian Manhunter,J'onn J'onzz,Prime Earth,Mongul The Elder,Mongul,Prime Earth,80.0,20.0,0.0
Cyborg vs Donna Troy,https://www.superherodb.com/90-144536/,Cyborg,Victor Stone,Prime Earth,Donna Troy,Donna Troy,Prime Earth,66.7,33.3,0.0
Batman vs Shade,https://www.superherodb.com/90-165897/,Batman,Bruce Wayne,Prime Earth,Shade,Richard Swift,Prime Earth,50.0,50.0,0.0
Poison Ivy vs Floronic Man,https://www.superherodb.com/90-165394/,Poison Ivy,Pamela Isley,Prime Earth,Floronic Man,Jason Woodrue,Prime Earth,100.0,0.0,0.0
Scarecrow vs Anarky,https://www.superherodb.com/90-164308/,Scarecrow,Jonathan Crane,Prime Earth,Anarky,Lonnie Machin,Prime Earth,60.0,40.0,0.0
Black Spider vs Bronze Tiger,https://www.superherodb.com/90-163198/,Black Spider,Eric Needham,Prime Earth,Bronze Tiger,Ben Turner,Prime Earth,0.0,100.0,0.0
Deadshot vs Vigilante,https://www.superherodb.com/90-183766/,Deadshot,Floyd Lawton,Prime Earth,Vigilante,Dorian Chase,Prime Earth,50.0,50.0,0.0
Killer Croc vs Orca,https://www.superherodb.com/90-182338/,Killer Croc,Waylon Jones,Prime Earth,Orca,Grace Balin,Prime Earth,0.0,100.0,0.0
Solomon Grundy vs Etrigan,https://www.superherodb.com/90-181165/,Solomon Grundy,Cyrus Gold,Prime Earth,Etrigan,Jason Blood,Prime Earth,0.0,100.0,0.0
Superman vs General Eiling,https://www.superherodb.com/90-197866/,Superman,Kal-El,Prime Earth,General Eiling,Wade Eiling,Prime Earth,100.0,0.0,0.0
A.M.A.Z.O. vs Cosmic Armor Superman,https://www.superherodb.com/90-251739/,A.M.A.Z.O.,NA,Prime Earth,Cosmic Armor Superman,Thought Robot,Prime Earth,0.0,100.0,0.0
Green Lantern vs Orion,https://www.superherodb.com/90-252218/,Green Lantern,Guy Gardner,Prime Earth,Orion,NA,Prime Earth,0.0,100.0,0.0
Blue Beetle vs Toyman,https://www.superherodb.com/90-431267/,Blue Beetle,Jaime Reyes,Prime Earth,Toyman,Winslow P. Schatt,Prime Earth,100.0,0.0,0.0
Eclipso vs Mordru,https://www.superherodb.com/90-426522/,Eclipso,NA,Prime Earth,Mordru,NA,Prime Earth,31.6,63.2,5.199999999999989
Green Lantern vs Major Force,https://www.superherodb.com/90-425917/,Green Lantern,Hal Jordan,Prime Earth,Major Force,Clifford Zmeck,Prime Earth,66.7,33.3,0.0
Mister Zsasz vs Tattooed Man,https://www.superherodb.com/90-400255/,Mister Zsasz,Victor Zsasz,Prime Earth,Tattooed Man,Abel Tarrant,Prime Earth,50.0,50.0,0.0
Queen Bee vs Penguin,https://www.superherodb.com/90-399403/,Queen Bee,Zazzala,Prime Earth,Penguin,Oswald Cobblepot,Prime Earth,66.7,33.3,0.0
Cheetah vs Ares,https://www.superherodb.com/90-235119/,Cheetah,Barbara Minerva,Prime Earth,Ares,Ares,Prime Earth,0.0,100.0,0.0
Adam Strange vs Prometheus,https://www.superherodb.com/90-437112/,Adam Strange,Adam Strange,Prime Earth,Prometheus,NA,Prime Earth,0.0,100.0,0.0
Lobo vs Arkillo,https://www.superherodb.com/90-436951/,Lobo,Lobo,Prime Earth,Arkillo,Arkillo,Prime Earth,100.0,0.0,0.0
Doctor Fate vs Merlin,https://www.superherodb.com/90-436935/,Doctor Fate,Kent Nelson,Prime Earth,Merlin,Myrddin Emrys,Prime Earth,75.0,25.0,0.0
Katana vs Manhunter,https://www.superherodb.com/90-436658/,Katana,Tatsu Yamashiro,Prime Earth,Manhunter,Kate Spencer,Prime Earth,100.0,0.0,0.0
Raven vs Blue Devil,https://www.superherodb.com/90-442222/,Raven,Rachel Roth,Prime Earth,Blue Devil,NA,Prime Earth,100.0,0.0,0.0
Etrigan vs Hourman III,https://www.superherodb.com/90-441820/,Etrigan,Jason Blood,Prime Earth,Hourman III,Matthew Tyler,Prime Earth,100.0,0.0,0.0
Orion vs Major Force,https://www.superherodb.com/90-452221/,Orion,NA,Prime Earth,Major Force,Clifford Zmeck,Prime Earth,100.0,0.0,0.0
Atrocitus vs Prometheus,https://www.superherodb.com/90-452175/,Atrocitus,Atros,Prime Earth,Prometheus,NA,Prime Earth,100.0,0.0,0.0
Cheetah vs Orca,https://www.superherodb.com/90-452010/,Cheetah,Barbara Minerva,Prime Earth,Orca,Grace Balin,Prime Earth,100.0,0.0,0.0
Aquaman vs Fisherman,https://www.superherodb.com/90-449913/,Aquaman,Arthur Curry,Prime Earth,Fisherman,NA,Prime Earth,100.0,0.0,0.0
Stargirl vs Rocket,https://www.superherodb.com/90-449795/,Stargirl,Courtney Whitmore,Prime Earth,Rocket,Raquel Ervin,Prime Earth,100.0,0.0,0.0
Man-Bat vs She-Bat,https://www.superherodb.com/90-460117/,Man-Bat,Robert Kirkland Langstrom,Prime Earth,She-Bat,Francine Lee,Prime Earth,100.0,0.0,0.0
Lobo vs Blockbuster,https://www.superherodb.com/90-458595/,Lobo,Lobo,Prime Earth,Blockbuster,Roland Desmond,Prime Earth,100.0,0.0,0.0
Deadshot vs Wild Dog,https://www.superherodb.com/90-456824/,Deadshot,Floyd Lawton,Prime Earth,Wild Dog,Jack Wheeler,Prime Earth,75.0,25.0,0.0
Green Lantern vs Bumblebee,https://www.superherodb.com/90-455872/,Green Lantern,Hal Jordan,Prime Earth,Bumblebee,Karen Beecher,Prime Earth,66.7,33.3,0.0
Killer Croc vs Copperhead,https://www.superherodb.com/90-455279/,Killer Croc,Waylon Jones,Prime Earth,Copperhead,Nathan Prince,Prime Earth,100.0,0.0,0.0
Batman vs She-Bat,https://www.superherodb.com/90-464705/,Batman,Bruce Wayne,Prime Earth,She-Bat,Francine Lee,Prime Earth,100.0,0.0,0.0
Hawkgirl vs Silver Swan,https://www.superherodb.com/90-464084/,Hawkgirl,Kendra Saunders,Prime Earth,Silver Swan,Vanessa Kapatelis,Prime Earth,100.0,0.0,0.0
Killer Croc vs Green Lantern,https://www.superherodb.com/90-463775/,Killer Croc,Waylon Jones,Prime Earth,Green Lantern,Guy Gardner,Prime Earth,0.0,100.0,0.0
Heat Wave vs Starfire,https://www.superherodb.com/90-302801/,Heat Wave,Mick Rory,Prime Earth,Starfire,Koriand'r,Prime Earth,0.0,100.0,0.0
Miss Martian vs Blackfire,https://www.superherodb.com/90-281344/,Miss Martian,M'gann M'orzz,Prime Earth,Blackfire,Komand'r,Prime Earth,100.0,0.0,0.0
Shazam vs Mister Mind,https://www.superherodb.com/90-422293/,Shazam,Billy Batson,Prime Earth,Mister Mind,Maxivermis Mind,Prime Earth,100.0,0.0,0.0
Supergirl vs Mongul The Elder,https://www.superherodb.com/90-64085/,Supergirl,Kara Zor-El,Prime Earth,Mongul The Elder,Mongul,Prime Earth,100.0,0.0,0.0
Heat Wave vs Firestorm,https://www.superherodb.com/90-77944/,Heat Wave,Mick Rory,Prime Earth,Firestorm,Jason Rusch,Prime Earth,0.0,100.0,0.0
Raven vs Blackfire,https://www.superherodb.com/90-124322/,Raven,Rachel Roth,Prime Earth,Blackfire,Komand'r,Prime Earth,100.0,0.0,0.0
Orion vs Highfather,https://www.superherodb.com/90-144387/,Orion,NA,Prime Earth,Highfather,Izaya,Prime Earth,9.1,90.9,0.0
Miss Martian vs Maxwell Lord,https://www.superherodb.com/90-436654/,Miss Martian,M'gann M'orzz,Prime Earth,Maxwell Lord,NA,Prime Earth,100.0,0.0,0.0
Count Vertigo vs Miss Martian,https://www.superherodb.com/90-463643/,Count Vertigo,Count Werner Vertigo,Prime Earth,Miss Martian,M'gann M'orzz,Prime Earth,0.0,100.0,0.0
Deadshot vs Vigilante,https://www.superherodb.com/90-420906/,Deadshot,Floyd Lawton,Prime Earth,Vigilante,Adrian Chase,Prime Earth,50.0,50.0,0.0
Great Evil Beast vs Cosmic Armor Superman,https://www.superherodb.com/90-212532/,Great Evil Beast,The Great Darkness,Prime Earth,Cosmic Armor Superman,Thought Robot,Prime Earth,73.7,26.3,0.0
Mister Mxyzptlk vs Darkseid (True Form),https://www.superherodb.com/90-219715/,Mister Mxyzptlk,Mr. Mxyzptlk,Prime Earth,Darkseid (True Form),Uxas,Prime Earth,58.8,41.2,0.0
Alfred Pennyworth vs Riddler,https://www.superherodb.com/90-73457/,Alfred Pennyworth,Alfred Pennyworth,Prime Earth,Riddler,Edward Nigma,Prime Earth,100.0,0.0,0.0
Red Hood vs Azrael,https://www.superherodb.com/90-196657/,Red Hood,Jason Todd,Prime Earth,Azrael,Jean-Paul Valley,Prime Earth,100.0,0.0,0.0
Booster Gold vs Big Barda,https://www.superherodb.com/90-265749/,Booster Gold,Michael Carter,Prime Earth,Big Barda,Barda Free,Prime Earth,0.0,100.0,0.0
The Flash vs Lady Blackhawk,https://www.superherodb.com/90-33150/,The Flash,Barry Allen,Prime Earth,Lady Blackhawk,Zinda Blake,Prime Earth,100.0,0.0,0.0
Hawkgirl vs Lightning Lass,https://www.superherodb.com/90-33040/,Hawkgirl,Kendra Saunders,Prime Earth,Lightning Lass,Ayla Ranzz,Prime Earth,100.0,0.0,0.0
Raven vs Lady Blackhawk,https://www.superherodb.com/90-41438/,Raven,Rachel Roth,Prime Earth,Lady Blackhawk,Zinda Blake,Prime Earth,50.0,50.0,0.0
Lady Blackhawk vs Rip Hunter,https://www.superherodb.com/90-34900/,Lady Blackhawk,Zinda Blake,Prime Earth,Rip Hunter,Richard Hunter,Prime Earth,0.0,100.0,0.0
Black Canary vs Poison Ivy,https://www.superherodb.com/90-34956/,Black Canary,Dinah Drake,Prime Earth,Poison Ivy,Pamela Isley,Prime Earth,33.3,66.7,0.0
Black Canary vs Bizarro-Girl,https://www.superherodb.com/90-35206/,Black Canary,Dinah Drake,Prime Earth,Bizarro-Girl,NA,Prime Earth,20.0,80.0,0.0
Black Canary vs Cheetah,https://www.superherodb.com/90-35107/,Black Canary,Dinah Laurel Lance,Prime Earth,Cheetah,Barbara Minerva,Prime Earth,0.0,100.0,0.0
Black Canary vs Cheetah,https://www.superherodb.com/90-35106/,Black Canary,Dinah Drake,Prime Earth,Cheetah,Barbara Minerva,Prime Earth,0.0,100.0,0.0
Zatanna vs Lady Shazam,https://www.superherodb.com/90-34929/,Zatanna,Zatanna Zatara,Prime Earth,Lady Shazam,Mary Bromfield,Prime Earth,100.0,0.0,0.0
Wonder Girl vs Batgirl,https://www.superherodb.com/90-29197/,Wonder Girl,Cassandra Sandsmark,Prime Earth,Batgirl,Mary Elizabeth Kane,Prime Earth,100.0,0.0,0.0
Batwoman vs Lady Blackhawk,https://www.superherodb.com/90-28906/,Batwoman,Kate Kane,Prime Earth,Lady Blackhawk,Zinda Blake,Prime Earth,100.0,0.0,0.0
