Battle_title,Battle_url,Sup_1_Character,Sup_1_Name,Sup_1_Universe,Sup_2_Character,Sup_2_Name,Sup_2_Universe,Superhero_1_win,Superhero_2_win,Draw
Annihilus vs Mister Fantastic,https://www.superherodb.com/90-118041/,Annihilus,Annihilus,Earth-616,Mister Fantastic,Reed Richards,Earth-616,100.0,0.0,0.0
Rhino vs Red She-Hulk,https://www.superherodb.com/90-124234/,Rhino,Aleksei Sytsevich,Earth-616,Red She-Hulk,Betty Ross,Earth-616,0.0,100.0,0.0
Galactus vs Grandmaster,https://www.superherodb.com/90-126612/,Galactus,Galan,Earth-616,Grandmaster,En Dwi Gast,Earth-616,100.0,0.0,0.0
Elektra vs Gwen Stacy,https://www.superherodb.com/90-126578/,Elektra,Elektra Natchios,Earth-616,Gwen Stacy,Gwendolyn Stacy,Earth-616,100.0,0.0,0.0
Elektra vs Groot,https://www.superherodb.com/90-126577/,Elektra,Elektra Natchios,Earth-616,Groot,Groot,Earth-616,33.3,66.7,0.0
Gaea vs Knull,https://www.superherodb.com/90-543670/,Gaea,NA,Earth-616,Knull,Knull,Earth-616,0.0,100.0,0.0
Wolverine vs Armor,https://www.superherodb.com/90-63822/,Wolverine,Logan,Earth-616,Armor,Hisako Ichiki,Earth-616,100.0,0.0,0.0
Emma Frost vs Black Bolt,https://www.superherodb.com/90-61628/,Emma Frost,Emma Frost,Earth-616,Black Bolt,Blackagar Boltagon,Earth-616,50.0,50.0,0.0
Thanos (Infinity Gauntlet) vs Sentry (Stable),https://www.superherodb.com/90-295823/,Thanos (Infinity Gauntlet),Thanos,Earth-616,Sentry (Stable),Robert Reynolds,Earth-616,0.0,100.0,0.0
Abomination vs Winter Soldier,https://www.superherodb.com/90-27944/,Abomination,Emil Blonsky,Earth-616,Winter Soldier,Bucky Barnes,Earth-616,100.0,0.0,0.0
Human Torch vs Winter Soldier,https://www.superherodb.com/90-18035/,Human Torch,Johnny Storm,Earth-616,Winter Soldier,Bucky Barnes,Earth-616,100.0,0.0,0.0
Ant-Man vs Winter Soldier,https://www.superherodb.com/90-8018/,Ant-Man,Scott Lang,Earth-616,Winter Soldier,Bucky Barnes,Earth-616,50.0,50.0,0.0
Winter Soldier vs Hawkeye,https://www.superherodb.com/90-2492/,Winter Soldier,Bucky Barnes,Earth-616,Hawkeye,Kate Bishop,Earth-616,100.0,0.0,0.0
Archangel vs Winter Soldier,https://www.superherodb.com/90-40083/,Archangel,Warren Kenneth Worthington III,Earth-616,Winter Soldier,Bucky Barnes,Earth-616,100.0,0.0,0.0
Ares vs Surtur,https://www.superherodb.com/90-549363/,Ares,NA,Earth-616,Surtur,Surtur,Earth-616,0.0,100.0,0.0
Puck vs Terror,https://www.superherodb.com/90-581028/,Puck,Eugene Milton Judd,Earth-616,Terror,Shreck,Earth-616,100.0,0.0,0.0
Black Knight vs Terror,https://www.superherodb.com/90-581027/,Black Knight,Dane Whitman,Earth-616,Terror,Shreck,Earth-616,0.0,100.0,0.0
Mystique vs Slapstick,https://www.superherodb.com/90-557366/,Mystique,Raven Darkholme,Earth-616,Slapstick,Steve Harmon,Earth-616,0.0,100.0,0.0
Speedball vs Speedfreek,https://www.superherodb.com/90-557050/,Speedball,Robert Baldwin,Earth-616,Speedfreek,Joss Shappe,Earth-616,66.7,33.3,0.0
Tigra vs Molly Hayes,https://www.superherodb.com/90-60677/,Tigra,Greer Grant Nelson,Earth-616,Molly Hayes,NA,Earth-616,100.0,0.0,0.0
Namora vs Dum Dum Dugan,https://www.superherodb.com/90-60669/,Namora,Aquaria Nautica Neptunia,Earth-616,Dum Dum Dugan,Thaddeus Aloysius Cadwallader Dugan,Earth-616,100.0,0.0,0.0
Dazzler vs Sandman,https://www.superherodb.com/90-66969/,Dazzler,Alison Blaire,Earth-616,Sandman,William Baker,Earth-616,0.0,100.0,0.0
Dazzler vs Psycho-Man,https://www.superherodb.com/90-66797/,Dazzler,Alison Blaire,Earth-616,Psycho-Man,NA,Earth-616,0.0,100.0,0.0
Invisible Woman vs Doctor Strange (Classic),https://www.superherodb.com/90-66077/,Invisible Woman,Susan Storm Richards,Earth-616,Doctor Strange (Classic),Stephen Strange,Earth-616,0.0,100.0,0.0
Dazzler vs Goblin Queen,https://www.superherodb.com/90-64036/,Dazzler,Alison Blaire,Earth-616,Goblin Queen,Madelyne Jennifer Pryor,Earth-616,0.0,100.0,0.0
Beast vs Professor Hulk,https://www.superherodb.com/90-422375/,Beast,Hank McCoy,Earth-616,Professor Hulk,Bruce Banner,Earth-616,0.0,100.0,0.0
Rhino vs Hammerhead,https://www.superherodb.com/90-395875/,Rhino,Aleksei Sytsevich,Earth-616,Hammerhead,Joseph,Earth-616,100.0,0.0,0.0
Beta Ray Bill vs Dark Phoenix,https://www.superherodb.com/90-244140/,Beta Ray Bill,Beta Ray Bill,Earth-616,Dark Phoenix,Jean Grey,Earth-616,0.0,100.0,0.0
Beta Ray Bill vs Blue Marvel,https://www.superherodb.com/90-152050/,Beta Ray Bill,Beta Ray Bill,Earth-616,Blue Marvel,Adam Brashear,Earth-616,75.0,25.0,0.0
Bullseye vs Deathlok,https://www.superherodb.com/90-22626/,Bullseye,Lester,Earth-616,Deathlok,Luther Manning,Earth-616,0.0,100.0,0.0
Beast vs Puck,https://www.superherodb.com/90-549761/,Beast,Hank McCoy,Earth-616,Puck,Eugene Milton Judd,Earth-616,85.7,0.0,14.299999999999997
Fin Fang Foom vs Hulk (Green Scar),https://www.superherodb.com/90-153185/,Fin Fang Foom,NA,Earth-616,Hulk (Green Scar),Bruce Banner,Earth-616,0.0,100.0,0.0
Mole Man vs Mister Sinister,https://www.superherodb.com/90-130433/,Mole Man,Harvey Elder,Earth-616,Mister Sinister,Nathaniel Essex,Earth-616,0.0,100.0,0.0
Sasquatch vs Strong Guy,https://www.superherodb.com/90-124684/,Sasquatch,Walter Langkowski,Earth-616,Strong Guy,Guido Carosella,Earth-616,16.7,83.3,0.0
Black Knight vs Taskmaster,https://www.superherodb.com/90-120578/,Black Knight,Dane Whitman,Earth-616,Taskmaster,Tony Masters,Earth-616,0.0,100.0,0.0
Tinkerer vs Forge,https://www.superherodb.com/90-119176/,Tinkerer,Phineas Mason,Earth-616,Forge,NA,Earth-616,0.0,100.0,0.0
Punisher vs Maverick,https://www.superherodb.com/90-87602/,Punisher,Frank Castle,Earth-616,Maverick,Christopher Bradley,Earth-616,100.0,0.0,0.0
Vision vs Deathlok,https://www.superherodb.com/90-81320/,Vision,Vision,Earth-616,Deathlok,Luther Manning,Earth-616,100.0,0.0,0.0
Quicksilver vs Speedball,https://www.superherodb.com/90-51746/,Quicksilver,Pietro Maximoff,Earth-616,Speedball,Robert Baldwin,Earth-616,0.0,100.0,0.0
Captain Britain vs Thunderstrike,https://www.superherodb.com/90-421427/,Captain Britain,Brian Braddock,Earth-616,Thunderstrike,Eric Kevin Masterson,Earth-616,0.0,100.0,0.0
Lizard vs Doc Samson,https://www.superherodb.com/90-250849/,Lizard,Curtis Connors,Earth-616,Doc Samson,Leonard Samson,Earth-616,0.0,100.0,0.0
Strong Guy vs Wendigo,https://www.superherodb.com/90-469943/,Strong Guy,Guido Carosella,Earth-616,Wendigo,NA,Earth-616,0.0,100.0,0.0
Wonder Man vs Professor Hulk,https://www.superherodb.com/90-422376/,Wonder Man,Simon Williams,Earth-616,Professor Hulk,Bruce Banner,Earth-616,100.0,0.0,0.0
Gorr The God Butcher vs Venom,https://www.superherodb.com/90-617300/,Gorr The God Butcher,Gorr,Earth-616,Venom,Dylan Brock,Earth-616,50.0,50.0,0.0
Hulk vs Venom,https://www.superherodb.com/90-617299/,Hulk,Bruce Banner,Earth-616,Venom,Dylan Brock,Earth-616,66.7,33.3,0.0
Captain Universe vs Venom,https://www.superherodb.com/90-617298/,Captain Universe,Eddie Brock,Earth-616,Venom,Dylan Brock,Earth-616,75.0,25.0,0.0
Dylan Brock vs Venom,https://www.superherodb.com/90-617296/,Dylan Brock,Dylan Brock,Earth-616,Venom,Dylan Brock,Earth-616,50.0,50.0,0.0
Namora vs Black Widow,https://www.superherodb.com/90-112610/,Namora,Aquaria Nautica Neptunia,Earth-616,Black Widow,Natasha Romanoff,Earth-616,100.0,0.0,0.0
Loki vs Yondu,https://www.superherodb.com/90-117955/,Loki,Loki Laufeyson,Earth-616,Yondu,Yondu Udonta,Earth-616,100.0,0.0,0.0
Hope Summers vs White Queen,https://www.superherodb.com/90-117916/,Hope Summers,Hope Summers,Earth-616,White Queen,Emma Frost,Earth-616,0.0,50.0,50.0
Juggernaut vs Archangel,https://www.superherodb.com/90-117893/,Juggernaut,Cain Marko,Earth-616,Archangel,Warren Kenneth Worthington III,Earth-616,100.0,0.0,0.0
Hulk vs Merlin,https://www.superherodb.com/90-119733/,Hulk,Bruce Banner,Earth-616,Merlin,Merlyn,Earth-616,0.0,100.0,0.0
Psylocke vs Yondu,https://www.superherodb.com/90-119537/,Psylocke,Elizabeth Braddock,Earth-616,Yondu,Yondu Udonta,Earth-616,100.0,0.0,0.0
Dazzler vs Bishop,https://www.superherodb.com/90-121498/,Dazzler,Alison Blaire,Earth-616,Bishop,Lucas Bishop,Earth-616,100.0,0.0,0.0
Captain Marvel vs Sersi,https://www.superherodb.com/90-121413/,Captain Marvel,Carol Danvers,Earth-616,Sersi,Sersi,Earth-616,0.0,100.0,0.0
Spider-Woman vs Captain Britain,https://www.superherodb.com/90-126039/,Spider-Woman,Jessica Drew,Earth-616,Captain Britain,Brian Braddock,Earth-616,0.0,100.0,0.0
Gorr The God Butcher vs Zom,https://www.superherodb.com/90-862356/,Gorr The God Butcher,Gorr,Earth-616,Zom,Zom,Earth-616,0.0,100.0,0.0
Arishem The Judge vs Zom,https://www.superherodb.com/90-862355/,Arishem The Judge,Arishem,Earth-616,Zom,Zom,Earth-616,0.0,100.0,0.0
Thor vs Captain Universe,https://www.superherodb.com/90-553585/,Thor,Thor Odinson,Earth-616,Captain Universe,Tamara Devoux,Earth-616,33.3,33.3,33.400000000000006
Thanos vs Tenebrous Of The Darkness Between,https://www.superherodb.com/90-576429/,Thanos,Thanos,Earth-616,Tenebrous Of The Darkness Between,Tenebrous,Earth-616,0.0,100.0,0.0
Thor vs Tenebrous Of The Darkness Between,https://www.superherodb.com/90-576428/,Thor,Thor Odinson,Earth-616,Tenebrous Of The Darkness Between,Tenebrous,Earth-616,0.0,100.0,0.0
Aegis vs Odin,https://www.superherodb.com/90-576427/,Aegis,NA,Earth-616,Odin,Odin Borson,Earth-616,100.0,0.0,0.0
Odin vs Tenebrous Of The Darkness Between,https://www.superherodb.com/90-576426/,Odin,Odin Borson,Earth-616,Tenebrous Of The Darkness Between,Tenebrous,Earth-616,0.0,100.0,0.0
Gorr The God Butcher vs Captain Universe,https://www.superherodb.com/90-553587/,Gorr The God Butcher,Gorr,Earth-616,Captain Universe,Tamara Devoux,Earth-616,0.0,100.0,0.0
Knull vs Captain Universe,https://www.superherodb.com/90-553584/,Knull,Knull,Earth-616,Captain Universe,Tamara Devoux,Earth-616,100.0,0.0,0.0
Nyx vs Captain Universe,https://www.superherodb.com/90-588789/,Nyx,Nyx,Earth-616,Captain Universe,Eddie Brock,Earth-616,0.0,100.0,0.0
Knull vs Venom,https://www.superherodb.com/90-617295/,Knull,Knull,Earth-616,Venom,Dylan Brock,Earth-616,50.0,50.0,0.0
Spider-Man vs Venom,https://www.superherodb.com/90-617293/,Spider-Man,Peter Parker,Earth-616,Venom,Dylan Brock,Earth-616,0.0,100.0,0.0
Toxin vs Venom,https://www.superherodb.com/90-617292/,Toxin,Patrick Mulligan,Earth-616,Venom,Dylan Brock,Earth-616,100.0,0.0,0.0
Carnage vs Venom,https://www.superherodb.com/90-617291/,Carnage,Cletus Kasady,Earth-616,Venom,Dylan Brock,Earth-616,100.0,0.0,0.0
Multiple Man vs Drax the Destroyer,https://www.superherodb.com/90-588299/,Multiple Man,James Madrox,Earth-616,Drax the Destroyer,Arthur Sampson Douglas,Earth-616,0.0,100.0,0.0
Red She-Hulk vs Leader,https://www.superherodb.com/90-110986/,Red She-Hulk,Betty Ross,Earth-616,Leader,Samuel Sterns,Earth-616,100.0,0.0,0.0
Nova vs Warlock,https://www.superherodb.com/90-114945/,Nova,Frankie Raye,Earth-616,Warlock,Adam Warlock,Earth-616,0.0,100.0,0.0
Psylocke vs Mister Sinister,https://www.superherodb.com/90-114910/,Psylocke,Elizabeth Braddock,Earth-616,Mister Sinister,Nathaniel Essex,Earth-616,0.0,100.0,0.0
Iron Man vs Darkhawk,https://www.superherodb.com/90-114508/,Iron Man,Tony Stark,Earth-616,Darkhawk,Christopher Powell,Earth-616,100.0,0.0,0.0
Jubilee vs Polaris,https://www.superherodb.com/90-117521/,Jubilee,Jubilation Lee,Earth-616,Polaris,Lorna Dane,Earth-616,0.0,100.0,0.0
Spider-Woman vs Agent 13,https://www.superherodb.com/90-117065/,Spider-Woman,Jessica Drew,Earth-616,Agent 13,Sharon Carter,Earth-616,100.0,0.0,0.0
Captain Marvel vs Nebula,https://www.superherodb.com/90-119188/,Captain Marvel,Carol Danvers,Earth-616,Nebula,NA,Earth-616,100.0,0.0,0.0
Songbird vs Hope Summers,https://www.superherodb.com/90-121126/,Songbird,Melissa Joan Gold,Earth-616,Hope Summers,Hope Summers,Earth-616,0.0,100.0,0.0
Tyrant vs Loki,https://www.superherodb.com/90-123326/,Tyrant,Tyrant,Earth-616,Loki,Loki Laufeyson,Earth-616,100.0,0.0,0.0
Vision vs Hela,https://www.superherodb.com/90-123209/,Vision,Vision,Earth-616,Hela,NA,Earth-616,0.0,100.0,0.0
Legion vs Hela,https://www.superherodb.com/90-123111/,Legion,David Haller,Earth-616,Hela,NA,Earth-616,100.0,0.0,0.0
Cable vs Heimdall,https://www.superherodb.com/90-125270/,Cable,Nathan Summers,Earth-616,Heimdall,Rig-Heimdall,Earth-616,100.0,0.0,0.0
Warlock vs The Black Winter,https://www.superherodb.com/90-537609/,Warlock,Adam Warlock,Earth-616,The Black Winter,NA,Earth-616,0.0,100.0,0.0
Magus vs Doctor Strange,https://www.superherodb.com/90-545782/,Magus,NA,Earth-616,Doctor Strange,Stephen Strange,Earth-616,100.0,0.0,0.0
Void vs Doctor Strange,https://www.superherodb.com/90-545544/,Void,Robert Reynolds,Earth-616,Doctor Strange,Stephen Strange,Earth-616,100.0,0.0,0.0
Galactus (Herald Supreme) vs Doctor Strange (Black Priest),https://www.superherodb.com/90-548646/,Galactus (Herald Supreme),Galan,Earth-616,Doctor Strange (Black Priest),Stephen Strange,Earth-616,33.3,66.7,0.0
Thor (Unworthy) vs Golden Thor,https://www.superherodb.com/90-552794/,Thor (Unworthy),Thor Odinson,Earth-616,Golden Thor,Thor Odinson,Earth-616,100.0,0.0,0.0
Chthon vs Hunger,https://www.superherodb.com/90-859939/,Chthon,NA,Earth-616,Hunger,NA,Earth-616,100.0,0.0,0.0
Chthon vs Chaos War Hercules,https://www.superherodb.com/90-879224/,Chthon,NA,Earth-616,Chaos War Hercules,Hercules,Earth-616,100.0,0.0,0.0
Venom vs Venom,https://www.superherodb.com/90-617290/,Venom,Eddie Brock,Earth-616,Venom,Dylan Brock,Earth-616,50.0,25.0,25.0
Phoenix Force vs Nyx,https://www.superherodb.com/90-552694/,Phoenix Force,NA,Earth-616,Nyx,Nyx,Earth-616,100.0,0.0,0.0
Aegis vs Tenebrous Of The Darkness Between,https://www.superherodb.com/90-576423/,Aegis,NA,Earth-616,Tenebrous Of The Darkness Between,Tenebrous,Earth-616,0.0,100.0,0.0
Thor vs Black Cat (Yggdrasil Staff),https://www.superherodb.com/90-572525/,Thor,Thor Odinson,Earth-616,Black Cat (Yggdrasil Staff),Felicia Hardy,Earth-616,50.0,50.0,0.0
Doctor Strange vs Black Cat (Yggdrasil Staff),https://www.superherodb.com/90-572527/,Doctor Strange,Stephen Strange,Earth-616,Black Cat (Yggdrasil Staff),Felicia Hardy,Earth-616,75.0,25.0,0.0
Graviton vs Makkari,https://www.superherodb.com/90-591366/,Graviton,Franklin Hall,Earth-616,Makkari,Makkari,Earth-616,100.0,0.0,0.0
Human Torch vs Heimdall,https://www.superherodb.com/90-113951/,Human Torch,Johnny Storm,Earth-616,Heimdall,Rig-Heimdall,Earth-616,0.0,100.0,0.0
Nova vs Stardust,https://www.superherodb.com/90-116600/,Nova,Frankie Raye,Earth-616,Stardust,Lambda-Zero,Earth-616,0.0,100.0,0.0
Sentry (Stable) vs Black Cat (Yggdrasil Staff),https://www.superherodb.com/90-572526/,Sentry (Stable),Robert Reynolds,Earth-616,Black Cat (Yggdrasil Staff),Felicia Hardy,Earth-616,100.0,0.0,0.0
Shaper Of Worlds vs Tiamut,https://www.superherodb.com/90-588091/,Shaper Of Worlds,Shaper Of Worlds,Earth-616,Tiamut,Tiamut,Earth-616,100.0,0.0,0.0
Dragon Man vs Foggy Nelson,https://www.superherodb.com/90-60598/,Dragon Man,NA,Earth-616,Foggy Nelson,Franklin Nelson,Earth-616,100.0,0.0,0.0
Cable vs Quicksilver,https://www.superherodb.com/90-521174/,Cable,Nathan Summers,Earth-616,Quicksilver,Jonathan Quick,Earth-616,100.0,0.0,0.0
Champion Of The Universe vs Challenger,https://www.superherodb.com/90-760264/,Champion Of The Universe,Tryco Slatterus,Earth-616,Challenger,NA,Earth-616,0.0,100.0,0.0
Red Hulk vs Surtur,https://www.superherodb.com/90-669717/,Red Hulk,Thaddeus E. Ross,Earth-616,Surtur,Surtur,Earth-616,20.0,80.0,0.0
Watcher vs Cyttorak,https://www.superherodb.com/90-619960/,Watcher,Uatu,Earth-616,Cyttorak,Cyttorak,Earth-616,0.0,100.0,0.0
Odin vs Chaos King (True Form),https://www.superherodb.com/90-424255/,Odin,Odin Borson,Earth-616,Chaos King (True Form),Amatsu-Mikaboshi,Earth-616,0.0,100.0,0.0
Apocalypse vs Serpent,https://www.superherodb.com/90-284576/,Apocalypse,En Sabah Nur,Earth-616,Serpent,Cul Borson,Earth-616,50.0,0.0,50.0
Apocalypse vs Surtur,https://www.superherodb.com/90-140401/,Apocalypse,En Sabah Nur,Earth-616,Surtur,Surtur,Earth-616,0.0,100.0,0.0
Hulk (Green Scar) vs Champion Of The Universe,https://www.superherodb.com/90-841769/,Hulk (Green Scar),Bruce Banner,Earth-616,Champion Of The Universe,Tryco Slatterus,Earth-616,100.0,0.0,0.0
Juggernaut vs Champion Of The Universe,https://www.superherodb.com/90-773978/,Juggernaut,Cain Marko,Earth-616,Champion Of The Universe,Tryco Slatterus,Earth-616,0.0,100.0,0.0
Juggernaut (8th Day) vs Champion Of The Universe,https://www.superherodb.com/90-773977/,Juggernaut (8th Day),Cain Marko,Earth-616,Champion Of The Universe,Tryco Slatterus,Earth-616,100.0,0.0,0.0
Cyttorak vs Challenger,https://www.superherodb.com/90-773612/,Cyttorak,Cyttorak,Earth-616,Challenger,NA,Earth-616,100.0,0.0,0.0
Phoenix vs Spider-Man (Phoenix Force),https://www.superherodb.com/90-521097/,Phoenix,Emma Frost,Earth-616,Spider-Man (Phoenix Force),Peter Parker,Earth-616,0.0,100.0,0.0
Crystal vs Sersi,https://www.superherodb.com/90-60263/,Crystal,Crystallia Amaquelin,Earth-616,Sersi,Sersi,Earth-616,33.3,66.7,0.0
Moonstone vs Medusa,https://www.superherodb.com/90-60243/,Moonstone,Karla Sofen,Earth-616,Medusa,Medusalith Amaquelin-Boltagon,Earth-616,0.0,100.0,0.0
Jennifer Kale vs Stardust,https://www.superherodb.com/90-58810/,Jennifer Kale,Jennifer Kale,Earth-616,Stardust,Lambda-Zero,Earth-616,0.0,100.0,0.0
Rogue vs Crystal,https://www.superherodb.com/90-58602/,Rogue,Anna Marie,Earth-616,Crystal,Crystallia Amaquelin,Earth-616,0.0,100.0,0.0
Professor X vs Captain Marvel,https://www.superherodb.com/90-58283/,Professor X,Charles Francis Xavier,Earth-616,Captain Marvel,Carol Danvers,Earth-616,100.0,0.0,0.0
Mangog vs Void,https://www.superherodb.com/90-488393/,Mangog,Mangog,Earth-616,Void,Robert Reynolds,Earth-616,100.0,0.0,0.0
Skaar vs Hiro-Kala,https://www.superherodb.com/90-488339/,Skaar,Skaar,Earth-616,Hiro-Kala,Hiro-Kala,Earth-616,0.0,100.0,0.0
The Mad Celestial vs Hunger,https://www.superherodb.com/90-817731/,The Mad Celestial,The Mad Celestial,Earth-616,Hunger,NA,Earth-616,75.0,25.0,0.0
Galactus (Lifebringer) vs Tiamut,https://www.superherodb.com/90-851458/,Galactus (Lifebringer),Galan,Earth-616,Tiamut,Tiamut,Earth-616,0.0,100.0,0.0
Phoenix vs Phoenix,https://www.superherodb.com/90-851454/,Phoenix,Jean Grey,Earth-616,Phoenix,Erik Magnus Lehnsherr,Earth-616,100.0,0.0,0.0
Chaos King (True Form) vs Franklin Richards (Beyonders Power),https://www.superherodb.com/90-851448/,Chaos King (True Form),Amatsu-Mikaboshi,Earth-616,Franklin Richards (Beyonders Power),Franklin Richards,Earth-616,100.0,0.0,0.0
Loki (God Of Stories) vs Doctor Strange (God Of Magic),https://www.superherodb.com/90-525468/,Loki (God Of Stories),Loki Laufeyson,Earth-616,Doctor Strange (God Of Magic),Stephen Strange,Earth-616,100.0,0.0,0.0
Breaker of Worlds vs Phoenix,https://www.superherodb.com/90-842238/,Breaker of Worlds,Bruce Banner,Earth-616,Phoenix,Taaia,Earth-616,100.0,0.0,0.0
White Phoenix vs Phoenix,https://www.superherodb.com/90-850294/,White Phoenix,Hope Summers,Earth-616,Phoenix,Taaia,Earth-616,0.0,25.0,75.0
Captain Marvel vs Vulcan,https://www.superherodb.com/90-99359/,Captain Marvel,Carol Danvers,Earth-616,Vulcan,Gabriel Summers,Earth-616,0.0,100.0,0.0
Dazzler vs Boom-Boom,https://www.superherodb.com/90-99335/,Dazzler,Alison Blaire,Earth-616,Boom-Boom,Tabitha Smith,Earth-616,100.0,0.0,0.0
Invisible Woman vs Blob,https://www.superherodb.com/90-102874/,Invisible Woman,Susan Storm Richards,Earth-616,Blob,Fred Dukes,Earth-616,100.0,0.0,0.0
Emma Frost vs Star-Lord,https://www.superherodb.com/90-102130/,Emma Frost,Emma Frost,Earth-616,Star-Lord,Peter Quill,Earth-616,100.0,0.0,0.0
Ant-Man vs Black Cat,https://www.superherodb.com/90-101895/,Ant-Man,Hank Pym,Earth-616,Black Cat,Felicia Hardy,Earth-616,50.0,50.0,0.0
Jubilee vs Goblin Queen,https://www.superherodb.com/90-105847/,Jubilee,Jubilation Lee,Earth-616,Goblin Queen,Madelyne Jennifer Pryor,Earth-616,0.0,100.0,0.0
Namora vs Valkyrie,https://www.superherodb.com/90-108251/,Namora,Aquaria Nautica Neptunia,Earth-616,Valkyrie,Brunnhilde,Earth-616,0.0,100.0,0.0
Anti-Man vs Captain Marvel,https://www.superherodb.com/90-108174/,Anti-Man,Conner Sims,Earth-616,Captain Marvel,Carol Danvers,Earth-616,100.0,0.0,0.0
Moonstone vs Goblin Queen,https://www.superherodb.com/90-110393/,Moonstone,Karla Sofen,Earth-616,Goblin Queen,Madelyne Jennifer Pryor,Earth-616,0.0,100.0,0.0
God Emperor Doom vs Doctor Strange (Black Priest),https://www.superherodb.com/90-531352/,God Emperor Doom,Victor Von Doom,Earth-616,Doctor Strange (Black Priest),Stephen Strange,Earth-616,100.0,0.0,0.0
Shuma Gorath vs Agamotto,https://www.superherodb.com/90-531335/,Shuma Gorath,Shuma Gorath,Earth-616,Agamotto,Agamotto,Earth-616,100.0,0.0,0.0
Firestar vs White Queen,https://www.superherodb.com/90-906864/,Firestar,Angelica Jones,Earth-616,White Queen,Emma Frost,Earth-616,0.0,100.0,0.0
Nova vs Taegukgi,https://www.superherodb.com/90-910736/,Nova,Richard Rider,Earth-616,Taegukgi,Tae-Won,Earth-616,0.0,100.0,0.0
Ikaris vs Taegukgi,https://www.superherodb.com/90-910735/,Ikaris,Ikaris,Earth-616,Taegukgi,Tae-Won,Earth-616,0.0,100.0,0.0
Black Cat vs Grendel,https://www.superherodb.com/90-554460-5776/,Black Cat,Felicia Hardy,Earth-616,Grendel,NA,Earth-616,100.0,0.0,0.0
Mister Fantastic vs Overmind,https://www.superherodb.com/90-57778/,Mister Fantastic,Reed Richards,Earth-616,Overmind,Grom,Earth-616,0.0,100.0,0.0
Stan Lee vs Thanos (Infinity Gauntlet),https://www.superherodb.com/90-210315/,Stan Lee,Stan Lee,Earth-616,Thanos (Infinity Gauntlet),Thanos,Earth-616,80.0,20.0,0.0
